Performance_Review_Title,Performance_Review,Performance_Reviewer_Name,Performance_Reviewer_Location,Performance_Review_Date,Performance_Review_Likes,Performance_Review_Dislikes,Sentiment_Text,Sentiment,Sentiment_Score
mind blowing purchase,coming to performance this was my first experience with snappy processor and it will save loading time for either game or browsing,shabaz basha,hyderabad,201903,0,0,mind blowing purchase. coming to performance this was my first experience with snappy processor and it will save loading time for either game or browsing,Positive,0.4762606918811798
highly recommended beast in performance,after usage of 1 week i am posting this review those who is having budget of 20k and want good features like 6gb ram and snapdragon 845 chipset can go to this mobile without any doubt pros 1 ram and processor is advantage of this mobile for fast processing 2 no complaints about camera its awesome at this range 3 battery backup is also nice which can last upto 24 hours of heavy usage 4 for pubg lovers you will enjoy playing game in this phone 5 no heating issue as it has liqu read more,d anil kumar,bangalore,201810,1,0,highly recommended beast in performance. after usage of 1 week i am posting this review those who is having budget of 20k and want good features like 6gb ram and snapdragon 845 chipset can go to this mobile without any doubt pros 1 ram and processor is advantage of this mobile for fast processing 2 no complaints about camera its awesome at this range 3 battery backup is also nice which can last upto 24 hours of heavy usage 4 for pubg lovers you will enjoy playing game in this phone 5 no heating issue as it has liqu read more,Positive,0.7407246828079224
wonderful,fantastic performance nd superbb phone ever,prithviraj surve,pune,201809,0,0,wonderful. fantastic performance nd superbb phone ever,Positive,0.9595955610275269
wonderful,everything will be good and excellent in the manner of performance and quality in poco f1 performance is very fast and ram management is also excellent,arun kumar,jaipur,201810,0,0,wonderful. everything will be good and excellent in the manner of performance and quality in poco f1 performance is very fast and ram management is also excellent,Positive,0.9047315716743469
super,camera performance is outstanding,suraj jadhav,thane district,201812,0,0,super. camera performance is outstanding,Positive,0.8423111438751221
worth every penny,performance,mahesh kumar,bangalore,202104,2,1,worth every penny. performance,Positive,0.6942161321640015
good quality product,performance what a performance that is very speed ram was so gud,gopi j,puducherry district,201810,0,0,good quality product. performance what a performance that is very speed ram was so gud,Positive,0.4932858943939209
must buy,oneplus 6 is also powered by this so there is no difference in performance,dilip jangid,barmer,201811,0,0,must buy. oneplus 6 is also powered by this so there is no difference in performance,Positive,0.8030379414558411
great product,the performance wise its very very good heavy games like pubg asphalt 9 gta san andreas mc5 all are running great,vineet verma,new delhi,201902,0,0,great product. the performance wise its very very good heavy games like pubg asphalt 9 gta san andreas mc5 all are running great,Positive,0.7624490261077881
highly recommended,performance due to best snapdragon processor 845 it s performance is top notch,naresh rana,new delhi,201810,0,0,highly recommended. performance due to best snapdragon processor 845 it s performance is top notch,Positive,0.9089612364768982
decent product,the overall performance of the phone is good as u know that the phone is having snapdragon 845 processor,sai mahesh vajjala,hyderabad,201809,1,0,decent product. the overall performance of the phone is good as u know that the phone is having snapdragon 845 processor,Positive,0.5357818007469177
classy product,i was one of the first buyers of this device have been using this mobile for more than 2 months now here is my honest and detailed review of this mobile let s split the review into pros and cons for a better perspective i haven t mentioned camera aspect either in pros or cons because i feel this aspect needs to discussed in detail so if you are looking for camera aspect simply move to the end of the review pros best part of this mobile is under its hood yes it s the proce read more,anurag,hyderabad,201810,0,0,classy product. i was one of the first buyers of this device have been using this mobile for more than 2 months now here is my honest and detailed review of this mobile let s split the review into pros and cons for a better perspective i haven t mentioned camera aspect either in pros or cons because i feel this aspect needs to discussed in detail so if you are looking for camera aspect simply move to the end of the review pros best part of this mobile is under its hood yes it s the proce read more,Positive,0.4450783133506775
worth every penny,performance snapdragon 845 processor is so cool,flipkart customer,bengaluru,201809,0,0,worth every penny. performance snapdragon 845 processor is so cool,Positive,0.8277536630630493
super,speed performance 10 10 super fast processor with sd 845,ranadeb sarkar,raiganj,201809,1,0,super. speed performance 10 10 super fast processor with sd 845,Positive,0.9339154362678528
highly recommended,performance beats a bit with pubg game,abhishek shetty,bangalore,201809,2,0,highly recommended. performance beats a bit with pubg game,Positive,0.6870875358581543
great product,performance because of sd 845 chipset,alex das,arani tiruvannamalai district,201810,0,0,great product. performance because of sd 845 chipset,Positive,0.7529857754707336
great product,performance 845 processor super fast,thirumugam s,chennai,201812,0,0,great product. performance 845 processor super fast,Positive,0.8608881831169128
just wow,unmatched processor performance words from a very heavy user,rajesh kumar thakur,pune,201901,0,0,just wow. unmatched processor performance words from a very heavy user,Negative,0.4250240921974182
excellent,all rounder performance and great processor,mahesh say,sundargarh,201910,0,0,excellent. all rounder performance and great processor,Positive,0.9374375343322754
really nice,apart from display the phone gives awesome performance,aritra maity,pune,201903,0,0,really nice. apart from display the phone gives awesome performance,Positive,0.5810459852218628
good,overview it s a good phone its more or less like a redmi note 6 pro with an upgraded processor the rant display is a disappointment backlight is non uniform especially around the notch little darker near the edges of the notch and the chin brighter here also i still don t understand the necessity of rounded corners in the display the software is not optimised for that hence picture and sometimes options in some games and apps are partially cut off and become hard to pre read more,rounak dutta,north twenty four parganas district,201906,1,0,good. overview it s a good phone its more or less like a redmi note 6 pro with an upgraded processor the rant display is a disappointment backlight is non uniform especially around the notch little darker near the edges of the notch and the chin brighter here also i still don t understand the necessity of rounded corners in the display the software is not optimised for that hence picture and sometimes options in some games and apps are partially cut off and become hard to pre read more,Neutral,0.5989691019058228
